sample_ID,barcode,gene,polymerase,pass_fail,size_or_fail_peak1,size_or_fail_peak2,conc_or_fail_peak1,conc_or_fail_peak2
980,66,DRB1,Gotaq,PASSED,11084,15584,19.3277,7.3707
2155,71,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
1921,82,DRB1,Gotaq,PASSED,11584,15250,8.6159,2.6377
3489,85,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
3514,249,DRB1,Gotaq,PASSED,15417,No second peak,3.0137,No second peak
3213,252,DRB1,Gotaq,PASSED,14834,No second peak,0.7582,No second peak
1639,259,DRB1,Gotaq,PASSED,15334,No second peak,0.9898,No second peak
590,264,DRB1,Gotaq,PASSED,16334,No second peak,2.6642,No second peak
666,307,DRB1,Gotaq,PASSED,15041,No second peak,6.5745,No second peak
2012,313,DRB1,Gotaq,PASSED,14310,16911,3.802,3.3834
1209,349,DRB1,Gotaq,PASSED,14716,No second peak,8.7134,No second peak
2439,364,DRB1,Gotaq,PASSED,15935,No second peak,1.6543,No second peak
1995,404,DRB1,Gotaq,PASSED,13740,No second peak,20.6008,No second peak
2233,407,DRB1,Gotaq,PASSED,11220,15529,10.4193,4.3285
6143,408,DRB1,Gotaq,PASSED,10651,14228,28.1302,13.1107
4741,410,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
4679,412,DRB1,Gotaq,PASSED,11383,No second peak,4.2425,No second peak
1752,413,DRB1,Gotaq,PASSED,15610,No second peak,3.014,No second peak
4579,416,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
4247,422,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
4165,429,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
1285,431,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
3290,433,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
5963,437,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
1840,441,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
5450,444,DRB1,Gotaq,PASSED,14879,No second peak,8.8809,No second peak
1022,446,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
3744,449,DRB1,Gotaq,PASSED,11464,No second peak,3.1969,No second peak
5528,88,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
0,90,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
0,91,DRB1,Gotaq,FAILED,FAILED,FAILED,FAILED,FAILED
1872,4,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1617,14,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2375,18,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1457,21,DQB1,LA_TAQ,PASSED,7408,,17.9896,
1464,23,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1787,29,DQB1,LA_TAQ,PASSED,7052,,2.051,
571,32,DQB1,LA_TAQ,PASSED,8272,,1.108,
2885,39,DQB1,LA_TAQ,PASSED,7306,,17.1303,
1925,44,DQB1,LA_TAQ,PASSED,6143,,0.4896,
1842,54,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1093,55,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1389,60,DQB1,LA_TAQ,PASSED,8424,,0.6541,
1586,66,DQB1,LA_TAQ,PASSED,8628,,0.3774,
1399,71,DQB1,LA_TAQ,PASSED,7713,,14.5019,
2863,82,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1889,85,DQB1,LA_TAQ,PASSED,8068,,0.9198,
1860,88,DQB1,LA_TAQ,PASSED,6000,,121.5244,
1838,90,DQB1,LA_TAQ,PASSED,8018,,2.3469,
1792,91,DQB1,LA_TAQ,PASSED,6524,,57.1463,
1463,103,DQB1,LA_TAQ,PASSED,7357,,19.2891,
641,107,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1406,112,DQB1,LA_TAQ,PASSED,8119,,5.1123,
5795,113,DQB1,LA_TAQ,PASSED,7611,,6.0203,
1910,120,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5048,125,DQB1,LA_TAQ,PASSED,6048,,2.977,
1276,129,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1667,143,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5099,148,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1557,149,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1550,172,DQB1,LA_TAQ,FAILED,FAILED,,NO DNA,
5084,175,DQB1,LA_TAQ,PASSED,7713,,12.9895,
3039,185,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2745,187,DQB1,LA_TAQ,PASSED,f,,failed,
5090,188,DQB1,LA_TAQ,PASSED,8373,,2.321,
3084,201,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3078,209,DQB1,LA_TAQ,PASSED,6762,,2.2159,
2729,214,DQB1,LA_TAQ,PASSED,7713,,3.6541,
2726,218,DQB1,LA_TAQ,PASSED,5953,,0.5247,
1544,233,DQB1,LA_TAQ,PASSED,7204,,0.4916,
3109,245,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1663,249,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2298,252,DQB1,LA_TAQ,PASSED,7713,,11.2185,
1813,259,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2870,264,DQB1,LA_TAQ,PASSED,6619,,69.2619,
3541,307,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2603,313,DQB1,LA_TAQ,PASSED,6857,,48.682,
2447,349,DQB1,LA_TAQ,PASSED,6762,,35.6822,
2107,364,DQB1,LA_TAQ,PASSED,7306,,19.6082,
4966,367,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2092,380,DQB1,LA_TAQ,PASSED,6667,,52.3875,
4985,393,DQB1,LA_TAQ,PASSED,6524,,56.1087,
3539,395,DQB1,LA_TAQ,PASSED,6952,,2.6903,
2209,396,DQB1,LA_TAQ,PASSED,7916,,4.3254,
2512,397,DQB1,LA_TAQ,PASSED,6096,,0.5656,
1229,400,DQB1,LA_TAQ,PASSED,7153,,22.3198,
5227,402,DQB1,LA_TAQ,PASSED,6619,,70.1492,
5001,404,DQB1,LA_TAQ,PASSED,8068,,4.92,
4753,407,DQB1,LA_TAQ,PASSED,6857,,1.9,
3479,408,DQB1,LA_TAQ,PASSED,7865,,2.5565,
3044,410,DQB1,LA_TAQ,PASSED,8170,,2.7186,
4834,412,DQB1,LA_TAQ,PASSED,6667,,40.7319,
4773,413,DQB1,LA_TAQ,PASSED,6334,,67.7301,
4437,416,DQB1,LA_TAQ,PASSED,4152,,0.7349,
2999,422,DQB1,LA_TAQ,PASSED,7560,,7.6528,
5729,429,DQB1,LA_TAQ,PASSED,6667,,1.9045,
3331,431,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2395,433,DQB1,LA_TAQ,PASSED,7255,,14.1889,
2350,437,DQB1,LA_TAQ,PASSED,6572,,84.4629,
2511,441,DQB1,LA_TAQ,PASSED,6524,,1.0423,
2188,444,DQB1,LA_TAQ,PASSED,7103,,25.9748,
821,446,DQB1,LA_TAQ,PASSED,6952,,38.7086,
5535,449,DQB1,LA_TAQ,PASSED,7713,,4.9753,
2164,3,DQB1,LA_TAQ,PASSED,6381,,75.2237,
4479,5,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4491,13,DQB1,LA_TAQ,PASSED,7153,,29.5605,
2284,16,DQB1,LA_TAQ,PASSED,6810,,1.4802,
2513,17,DQB1,LA_TAQ,PASSED,6429,,79.3474,
5195,22,DQB1,LA_TAQ,PASSED,7001,,36.9223,
2088,27,DQB1,LA_TAQ,PASSED,7357,,35.8148,
4703,30,DQB1,LA_TAQ,PASSED,7306,,16.301,
1961,51,DQB1,LA_TAQ,PASSED,6857,,43.9182,
1983,63,DQB1,LA_TAQ,PASSED,7306,,35.3112,
4543,68,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5585,74,DQB1,LA_TAQ,PASSED,6762,,54.8842,
4463,77,DQB1,LA_TAQ,PASSED,7662,,15.4252,
5085,78,DQB1,LA_TAQ,PASSED,7255,,33.7718,
2039,79,DQB1,LA_TAQ,PASSED,8119,,1.1489,
5086,87,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2108,92,DQB1,LA_TAQ,PASSED,7153,,26.5675,
4731,104,DQB1,LA_TAQ,PASSED,6762,,43.6128,
4851,105,DQB1,LA_TAQ,PASSED,7713,,7.9172,
2994,111,DQB1,LA_TAQ,PASSED,7763,,15.6236,
2242,114,DQB1,LA_TAQ,PASSED,6619,,65.8523,
1254,134,DQB1,LA_TAQ,PASSED,8068,,2.8384,
5235,135,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2091,136,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5122,4,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1877,14,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4465,18,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2966,21,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4492,23,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2186,29,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5644,32,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5383,39,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5225,44,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5738,54,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3432,55,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2969,60,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2330,66,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5466,71,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5595,82,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2622,85,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5191,88,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5665,90,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5655,91,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3283,103,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3334,107,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3417,112,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5564,113,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5592,120,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5487,125,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5391,129,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3181,143,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5656,148,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3322,149,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5737,172,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3373,175,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5467,185,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2067,187,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3333,188,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4795,201,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4659,209,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3285,214,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5387,218,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2016,233,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5425,245,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5563,249,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4528,252,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2389,259,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5732,264,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3399,307,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5396,313,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1972,349,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5468,364,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2396,367,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5119,380,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5606,393,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5711,395,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2949,396,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5426,397,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1034,400,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5395,402,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5876,404,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4796,407,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
437,408,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5196,410,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2943,412,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3276,413,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3282,416,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5537,422,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3346,429,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5643,431,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5366,433,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5120,437,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3892,441,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5237,444,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2510,446,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1437,449,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5369,3,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2996,5,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5305,13,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5671,16,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5514,17,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
992,22,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3015,27,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2210,30,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1795,51,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5996,63,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1114,68,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3013,74,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2864,77,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1648,78,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5292,79,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5077,87,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1513,92,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5536,104,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3655,105,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4810,111,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4314,114,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1435,134,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1862,135,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5661,136,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4329,4,DQB1,LA_TAQ,PASSED,7563,,23.5637,
4689,14,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1472,18,DQB1,LA_TAQ,PASSED,7048,,57.6536,
3855,21,DQB1,LA_TAQ,PASSED,7563,,14.9766,
1922,23,DQB1,LA_TAQ,PASSED,7142,,41.8954,
5826,29,DQB1,LA_TAQ,PASSED,6846,,51.4464,
4826,32,DQB1,LA_TAQ,PASSED,7282,,24.4561,
5825,39,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
780,44,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3743,54,DQB1,LA_TAQ,PASSED,6334,,93.0242,
3981,55,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1325,60,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3490,66,DQB1,LA_TAQ,PASSED,7235,,0.4756,
5137,71,DQB1,LA_TAQ,PASSED,7657,,8.9935,
1985,82,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
699,85,DQB1,LA_TAQ,PASSED,7235,,0.4171,
1588,88,DQB1,LA_TAQ,PASSED,7095,,36.0729,
1329,90,DQB1,LA_TAQ,PASSED,6180,,54.8124,
1291,91,DQB1,LA_TAQ,PASSED,6795,,55.9799,
2090,103,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
579,107,DQB1,LA_TAQ,PASSED,7938,,1.8039,
589,112,DQB1,LA_TAQ,PASSED,8172,,5.7421,
352,113,DQB1,LA_TAQ,PASSED,7516,,8.6009,
1549,120,DQB1,LA_TAQ,PASSED,7329,,22.2263,
5626,125,DQB1,LA_TAQ,PASSED,6897,,46.3622,
2040,129,DQB1,LA_TAQ,PASSED,6897,,54.8894,
2053,143,DQB1,LA_TAQ,PASSED,6641,,82.7364,
1310,148,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2144,149,DQB1,LA_TAQ,PASSED,7657,,7.9956,
1627,172,DQB1,LA_TAQ,PASSED,7000,,40.0038,
2169,175,DQB1,LA_TAQ,PASSED,6487,,66.2703,
1917,185,DQB1,LA_TAQ,PASSED,7235,,26.2419,
2509,187,DQB1,LA_TAQ,PASSED,6692,,0.4372,
2117,188,DQB1,LA_TAQ,PASSED,7985,,3.3474,
4527,201,DQB1,LA_TAQ,PASSED,8032,,0.8552,
351,209,DQB1,LA_TAQ,PASSED,7891,,7.3745,
1820,214,DQB1,LA_TAQ,PASSED,7376,,10.4915,
1489,218,DQB1,LA_TAQ,PASSED,8032,,0.514,
2524,233,DQB1,LA_TAQ,PASSED,7891,,0.4989,
1533,245,DQB1,LA_TAQ,PASSED,7000,,41.8772,
1962,249,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2070,252,DQB1,LA_TAQ,PASSED,7516,,9.1496,
349,259,DQB1,LA_TAQ,PASSED,7657,,19.683,
441,264,DQB1,LA_TAQ,PASSED,6897,,59.6729,
1871,307,DQB1,LA_TAQ,PASSED,7001,,49.4665,
948,313,DQB1,LA_TAQ,PASSED,7751,,1.8508,
1301,349,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1543,364,DQB1,LA_TAQ,PASSED,7563,,8.3764,
2241,367,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2477,380,DQB1,LA_TAQ,PASSED,7329,,25.375,
1716,393,DQB1,LA_TAQ,PASSED,6795,,53.5017,
337,395,DQB1,LA_TAQ,PASSED,7610,,16.2308,
2441,396,DQB1,LA_TAQ,PASSED,7048,,36.7643,
2068,397,DQB1,LA_TAQ,PASSED,7329,,27.5565,
3883,400,DQB1,LA_TAQ,PASSED,7376,,24.456,
838,402,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1474,404,DQB1,LA_TAQ,PASSED,7423,,16.3818,
2189,407,DQB1,LA_TAQ,PASSED,7000,,1.0976,
2101,408,DQB1,LA_TAQ,PASSED,7610,,19.7911,
1559,410,DQB1,LA_TAQ,PASSED,7329,,23.7284,
385,412,DQB1,LA_TAQ,PASSED,6795,,54.983,
412,413,DQB1,LA_TAQ,PASSED,7142,,29.4277,
442,416,DQB1,LA_TAQ,PASSED,6744,,48.0448,
1483,422,DQB1,LA_TAQ,PASSED,8032,,3.3696,
4177,429,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1890,431,DQB1,LA_TAQ,PASSED,6744,,72.1824,
1454,433,DQB1,LA_TAQ,PASSED,7282,,25.5833,
2051,437,DQB1,LA_TAQ,PASSED,7282,,34.7867,
2087,441,DQB1,LA_TAQ,PASSED,6795,,1.6357,
382,444,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1982,446,DQB1,LA_TAQ,PASSED,7142,,32.0057,
1867,449,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1462,3,DQB1,LA_TAQ,PASSED,7704,,24.169,
1510,5,DQB1,LA_TAQ,PASSED,7657,,20.2603,
1978,13,DQB1,LA_TAQ,PASSED,7891,,9.9021,
1330,16,DQB1,LA_TAQ,PASSED,7376,,27.2561,
1675,17,DQB1,LA_TAQ,PASSED,7142,,35.25,
1471,22,DQB1,LA_TAQ,PASSED,7188,,19.8697,
2031,27,DQB1,LA_TAQ,PASSED,7985,,1.729,
3862,30,DQB1,LA_TAQ,PASSED,7751,,16.279,
3896,51,DQB1,LA_TAQ,PASSED,7048,,44.2295,
2120,63,DQB1,LA_TAQ,PASSED,7235,,0.4391,
4585,68,DQB1,LA_TAQ,PASSED,7423,,17.3734,
4612,74,DQB1,LA_TAQ,PASSED,7000,,54.3904,
3738,77,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3907,78,DQB1,LA_TAQ,PASSED,7563,,19.5555,
6034,79,DQB1,LA_TAQ,PASSED,7891,,2.5976,
710,87,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
4166,92,DQB1,LA_TAQ,PASSED,7563,,12.9391,
3830,104,DQB1,LA_TAQ,PASSED,7657,,9.3038,
3785,105,DQB1,LA_TAQ,PASSED,7704,,8.3759,
3904,111,DQB1,LA_TAQ,PASSED,7985,,2.3223,
5488,114,DQB1,LA_TAQ,PASSED,7470,,25.5378,
4046,134,DQB1,LA_TAQ,PASSED,7610,,12.9458,
1216,135,DQB1,LA_TAQ,PASSED,7329,,20.2923,
3751,136,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5102,4,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
497,14,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
2370,18,DQB1,LA_TAQ,PASSED,7000,,63.3752,
1832,21,DQB1,LA_TAQ,PASSED,6949,,43.7666,
4500,23,DQB1,LA_TAQ,PASSED,7146,,29.4259,
724,29,DQB1,LA_TAQ,PASSED,7872,,10.548,
900,32,DQB1,LA_TAQ,PASSED,7388,,16.0776,
964,39,DQB1,LA_TAQ,PASSED,7098,,53.6347,
4592,44,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3634,54,DQB1,LA_TAQ,PASSED,6539,,62.2793,
4846,55,DQB1,LA_TAQ,PASSED,6744,,47.2852,
5322,60,DQB1,LA_TAQ,PASSED,7000,,0.8249,
4446,66,DQB1,LA_TAQ,PASSED,6795,,48.6757,
3499,71,DQB1,LA_TAQ,PASSED,7872,,4.9529,
367,82,DQB1,LA_TAQ,PASSED,7581,,23.4341,
4803,85,DQB1,LA_TAQ,PASSED,7340,,21.8427,
3775,88,DQB1,LA_TAQ,PASSED,6026,,81.9038,
5224,90,DQB1,LA_TAQ,PASSED,7533,,1.0429,
5614,91,DQB1,LA_TAQ,PASSED,7194,,41.0066,
6018,103,DQB1,LA_TAQ,PASSED,7968,,7.9598,
3369,107,DQB1,LA_TAQ,PASSED,6385,,68.7949,
1220,112,DQB1,LA_TAQ,PASSED,8065,,8.8606,
4904,113,DQB1,LA_TAQ,PASSED,6282,,65.7479,
5228,120,DQB1,LA_TAQ,PASSED,6590,,71.6761,
3990,125,DQB1,LA_TAQ,PASSED,6897,,38.2275,
5674,129,DQB1,LA_TAQ,PASSED,6897,,42.5321,
6022,143,DQB1,LA_TAQ,PASSED,7098,,41.8551,
3495,148,DQB1,LA_TAQ,PASSED,7049,,41.7103,
2995,149,DQB1,LA_TAQ,PASSED,6692,,58.0378,
2965,172,DQB1,LA_TAQ,PASSED,6795,,55.5856,
3798,175,DQB1,LA_TAQ,PASSED,6334,,68.9954,
3895,185,DQB1,LA_TAQ,PASSED,7436,,0.6757,
3908,187,DQB1,LA_TAQ,PASSED,6641,,59.7983,
3488,188,DQB1,LA_TAQ,PASSED,7581,,9.6006,
3628,201,DQB1,LA_TAQ,PASSED,6949,,48.5635,
2454,209,DQB1,LA_TAQ,PASSED,6641,,69.5454,
4514,214,DQB1,LA_TAQ,PASSED,6539,,53.677,
958,218,DQB1,LA_TAQ,PASSED,7146,,29.6893,
4162,233,DQB1,LA_TAQ,PASSED,7678,,5.3698,
3793,245,DQB1,LA_TAQ,PASSED,6539,,0.9383,
3914,249,DQB1,LA_TAQ,PASSED,6487,,81.3323,
1778,252,DQB1,LA_TAQ,PASSED,7533,,8.032,
1364,259,DQB1,LA_TAQ,PASSED,7678,,17.545,
952,264,DQB1,LA_TAQ,PASSED,6846,,1.4829,
2710,307,DQB1,LA_TAQ,PASSED,7678,,3.7718,
1380,313,DQB1,LA_TAQ,PASSED,6949,,37.9276,
988,349,DQB1,LA_TAQ,PASSED,6436,,75.6624,
1280,364,DQB1,LA_TAQ,PASSED,6641,,50.5245,
970,367,DQB1,LA_TAQ,PASSED,7291,,1.2724,
1620,380,DQB1,LA_TAQ,PASSED,7001,,41.5935,
1676,393,DQB1,LA_TAQ,PASSED,7678,,0.5753,
2211,395,DQB1,LA_TAQ,PASSED,7049,,35.1042,
3578,396,DQB1,LA_TAQ,PASSED,7098,,39.0792,
3442,397,DQB1,LA_TAQ,PASSED,6590,,0.7614,
882,400,DQB1,LA_TAQ,PASSED,6487,,0.8621,
1408,402,DQB1,LA_TAQ,PASSED,7630,,18.6204,
3403,404,DQB1,LA_TAQ,PASSED,6744,,49.8531,
3881,407,DQB1,LA_TAQ,PASSED,8017,,8.3776,
2993,408,DQB1,LA_TAQ,PASSED,7340,,21.0616,
994,410,DQB1,LA_TAQ,PASSED,7388,,1.3644,
3408,412,DQB1,LA_TAQ,PASSED,6744,,52.53,
3822,413,DQB1,LA_TAQ,PASSED,6897,,49.4747,
3794,416,DQB1,LA_TAQ,PASSED,6590,,60.9635,
3660,422,DQB1,LA_TAQ,PASSED,7000,,45.1936,
3873,429,DQB1,LA_TAQ,PASSED,7920,,4.2795,
3419,431,DQB1,LA_TAQ,PASSED,7194,,0.5707,
1438,433,DQB1,LA_TAQ,PASSED,8404,,1.7562,
822,437,DQB1,LA_TAQ,PASSED,6590,,62.6358,
5121,441,DQB1,LA_TAQ,PASSED,6795,,2.1175,
3337,444,DQB1,LA_TAQ,PASSED,6641,,45.101,
3012,446,DQB1,LA_TAQ,PASSED,6795,,36.6881,
834,449,DQB1,LA_TAQ,PASSED,7000,,0.6729,
980,3,DQB1,LA_TAQ,PASSED,7146,,28.869,
881,5,DQB1,LA_TAQ,PASSED,7485,,26.4765,
824,13,DQB1,LA_TAQ,PASSED,6897,,54.2139,
4057,16,DQB1,LA_TAQ,PASSED,7098,,1.2224,
3378,17,DQB1,LA_TAQ,PASSED,6744,,62.142,
2076,22,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
3323,27,DQB1,LA_TAQ,PASSED,5975,,0.7909,
931,30,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
5277,51,DQB1,LA_TAQ,PASSED,7533,,10.2193,
3160,63,DQB1,LA_TAQ,PASSED,7968,,4.1931,
3497,68,DQB1,LA_TAQ,PASSED,7533,,20.5834,
4270,74,DQB1,LA_TAQ,PASSED,6795,,53.4693,
932,77,DQB1,LA_TAQ,PASSED,7630,,19.0198,
3865,78,DQB1,LA_TAQ,PASSED,6846,,60.6824,
2440,79,DQB1,LA_TAQ,PASSED,6231,,0.821,
2691,87,DQB1,LA_TAQ,PASSED,7291,,19.6773,
1312,92,DQB1,LA_TAQ,FAILED,FAILED,,FAILED,
1974,104,DQB1,LA_TAQ,PASSED,7775,,8.8204,
