sample_ID,barcode,gene,polymerase,pass_fail,size_or_fail_peak1,size_or_fail_peak2,conc_or_fail_peak1,conc_or_fail_peak2
4311,188,DRB1,GoTaq,PASSED,12858,17322,8.9953,3.0494
1564,201,DRB1,GoTaq,PASSED,17143,No second peak,4.1246,No second peak
3858,209,DRB1,GoTaq,PASSED,10894,14018,35.4549,27.2271
1747,214,DRB1,GoTaq,PASSED,14153,18898,22.143,3.5996
4680,218,DRB1,GoTaq,PASSED,12543,No second peak,4.7137,No second peak
4579,233,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4247,245,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4228,249,DRB1,GoTaq,PASSED,13751,No second peak,32.6309,No second peak
4727,252,DRB1,GoTaq,PASSED,16340,No second peak,4.694,No second peak
3513,259,DRB1,GoTaq,PASSED,15090,No second peak,19.0496,No second peak
4330,264,DRB1,GoTaq,PASSED,14822,19375,18.2223,3.643
4541,307,DRB1,GoTaq,PASSED,12374,15594,10.4798,3.0981
4215,313,DRB1,GoTaq,PASSED,12035,15424,15.6388,13.5283
4155,349,DRB1,GoTaq,PASSED,10848,14916,33.3251,22.4588
4438,364,DRB1,GoTaq,PASSED,11187,15763,33.337,17.4523
1756,367,DRB1,GoTaq,PASSED,15447,No second peak,1.9101,No second peak
4748,380,DRB1,GoTaq,PASSED,11876,15447,17.4,10.419
4586,393,DRB1,GoTaq,PASSED,12233,14822,13.5281,9.3797
4518,395,DRB1,GoTaq,PASSED,10983,15625,35.5825,19.7491
1748,396,DRB1,GoTaq,PASSED,14662,18983,10.4327,2.3266
4039,397,DRB1,GoTaq,PASSED,14746,No second peak,14.1054,No second peak
4203,400,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4165,402,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
4466,404,DRB1,GoTaq,PASSED,12233,15536,1.4229,25.8141
4852,407,DRB1,GoTaq,PASSED,11251,15536,23.2402,10.6263
837,408,DRB1,GoTaq,PASSED,15179,16965,6.6004,5.9551
4742,410,DRB1,GoTaq,PASSED,15358,20659,14.6157,1.4587
4250,412,DRB1,GoTaq,PASSED,11950,16187,15.2033,8.7925
4327,413,DRB1,GoTaq,PASSED,12713,16272,4.4438,2.4341
4217,416,DRB1,GoTaq,PASSED,14238,19322,24.6538,1.837
3788,422,DRB1,GoTaq,PASSED,12289,16441,4.4934,4.6636
803,429,DRB1,GoTaq,PASSED,14376,16340,12.7785,11.3054
4540,431,DRB1,GoTaq,PASSED,15536,19375,3.6961,0.3784
4377,433,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
3985,437,DRB1,GoTaq,PASSED,12322,15625,12.976,8.4542
4328,441,DRB1,GoTaq,PASSED,11272,14577,26.4527,19.7556
4204,444,DRB1,GoTaq,PASSED,12543,16102,7.2022,4.7303
4520,446,DRB1,GoTaq,PASSED,9850,13306,67.9729,41.489
1424,449,DRB1,GoTaq,PASSED,12119,15594,8.9628,6.3846
1172,404,DRB1,GoTaq,PASSED,12144,15179,11.5884,5.3645
5192,407,DRB1,GoTaq,PASSED,11519,14018,20.6702,23.0904
3776,408,DRB1,GoTaq,PASSED,10269,13661,45.2813,23.1538
1605,410,DRB1,GoTaq,PASSED,12769,No second peak,67.9859,No second peak
1772,412,DRB1,GoTaq,PASSED,13984,19322,24.9805,6.6666
1577,413,DRB1,GoTaq,PASSED,12035,15255,12.4407,9.8865
1277,416,DRB1,GoTaq,PASSED,13475,19746,38.0021,3.6668
1253,422,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
1358,429,DRB1,GoTaq,FAILED,FAILED,FAILED,FAILED,FAILED
5337,431,DRB1,GoTaq,PASSED,11608,15358,22.3813,15.1867
1514,433,DRB1,GoTaq,PASSED,10537,13661,35.6278,33.9967
963,437,DRB1,GoTaq,PASSED,15000,No second peak,9.2165,No second peak
1286,441,DRB1,GoTaq,PASSED,15000,19237,3.3191,0.6768
3377,444,DRB1,GoTaq,PASSED,16526,No second peak,1.0269,No second peak
1210,446,DRB1,GoTaq,PASSED,13814,18559,17.4606,10.0337
1027,449,DRB1,GoTaq,PASSED,12713,16272,4.842,3.0389
2832,4,DRB1,Verifi,PASSED,15610,No second peak,0.4793,No second peak
3777,14,DRB1,Verifi,PASSED,15204,No second peak,2.8107,No second peak
4345,18,DRB1,Verifi,PASSED,16748,No second peak,0.4267,No second peak
4741,21,DRB1,Verifi,FAILED,FAILED,FAILED,FAILED,FAILED
1567,23,DRB1,Verifi,PASSED,12521,No second peak,2.2326,No second peak
4695,29,DRB1,Verifi,PASSED,12521,No second peak,2.0563,No second peak
4840,32,DRB1,Verifi,PASSED,15204,No second peak,2.413,No second peak
4158,39,DRB1,Verifi,PASSED,15448,No second peak,3.6011,No second peak
